Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
8207,"22.7176539, 71.6380008",Joravarnagar,Sava Hospital,0,0,0,Joravarnagar,Gujarat,Surendranagar,0,363020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8208,nan,"Opp - Depala Vad, Dholi Pol, Vadhvan",Madhuram Prasuti Gruh And Surgical Hospital,0,0,0,"Opp - Depala Vad, Dholi Pol, Vadhvan",Gujarat,Surendranagar,0,363030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8209,"22.990895, 71.4713484","Dcw Circle, Motilal Hospitla Building, Opp - Sanghvi Petrol Pump, Railway Station Road, Dhangadhra",Doctor House - Dhangadhra,0,0,0,"Dcw Circle, Motilal Hospitla Building, Opp - Sanghvi Petrol Pump, Railway Station Road, Dhangadhra",Gujarat,Surendranagar,0,363310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8210,nan,"10,Friend`S Society,S.T.Road,Dhrangadhra",Jaina Maternity and Nursing Home,0,0,0,"10,Friend`S Society,S.T.Road,Dhrangadhra",Gujarat,Surendranagar,0,363310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8211,nan,"Bhavani Bhuvan, Zala Road, Dhrangadhra",Om Surgical and Nursing Home,0,0,0,"Bhavani Bhuvan, Zala Road, Dhrangadhra",Gujarat,Surendranagar,0,363310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8212,nan,"Navyug Road, Nr New Vagetable Market, Dhrangadhra",Ved Hospital and Maternity Home,0,0,0,"Navyug Road, Nr New Vagetable Market, Dhrangadhra",Gujarat,Surendranagar,0,363310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8213,nan,"Green Chowk, Limdi",Parth Meternity And Nursing Home,0,0,0,"Green Chowk, Limdi",Gujarat,Surendranagar,0,363421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8214,nan,"Chamunda Road, Opposite Government Godown, Chotila",Ochwani Hospital,0,0,0,"Chamunda Road, Opposite Government Godown, Chotila",Gujarat,Surendranagar,0,363520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8215,"22.5763255, 71.2010998",At & Post Thangadh,Chc Thangadh,0,0,0,At & Post Thangadh,Gujarat,Surendranagar,0,363530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,475
8216,"22.7264713, 71.6240935","Ground Floor, Suchi Complex,\nNear Dudhrej Crossing.\nSurendranagar","Centre For Sight, Surendranagar",Private,Hospital,Allopathic,"Ground Floor, Suchi Complex, Near Dudhrej Crossing",Gujarat,Surendranagar,0,363001,0,0,0,0,0,0,0,0,0,0,0,http://www.centreforsight.net/,Eye Care,0,,,,,,,,,,,,,,,0,,,,,,24,0
8217,nan,"2Nd Floor, Anjali Chamber, Vyara",Adarsh Children Hospital,0,0,0,"2Nd Floor, Anjali Chamber, Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8218,nan,"Kanpura, Vyara",Bhulabhai Jivanji Patel Vaidkiya Trust,0,0,0,"Kanpura, Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8219,nan,"City Mall, 3Rd Floor, Vyara",Gayatri Orthopadic and Children Hospital,0,0,0,"City Mall, 3Rd Floor, Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8220,"21.1093967, 73.3894175","3Rd Floor, Doctor House, Old Bus Stand, Vyara",Janki Hospital,0,0,0,"3Rd Floor, Doctor House, Old Bus Stand, Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8221,"21.1140458, 73.3842663","Gayatri Nagar Soc, Opposite New Bus Station, Vyara",Jeevandeep Surgical Hospital,0,0,0,"Gayatri Nagar Soc, Opposite New Bus Station, Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8222,"21.1195291, 73.4040208",Vyara,Kalidas Hospital,0,0,0,Vyara,Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8223,nan,"Surbhi Tower, Near Vaibhav Theater,Vyara",Love and Care Hospital,0,0,0,"Surbhi Tower, Near Vaibhav Theater,Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8224,"21.1107742, 73.3900747","Opposite City Mall, Near Old Bus Stop, Vyara",Mahavir Hospital,0,0,0,"Opposite City Mall, Near Old Bus Stop, Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8225,"21.1164128, 73.4040248","2Nd Floor, Doctor House, Near Vaibhav Theater, Old Bus Stop, Vyara",Modi Children Hospital,0,0,0,"2Nd Floor, Doctor House, Near Vaibhav Theater, Old Bus Stop, Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8226,nan,"Kakrapar By Pass Road, Near Shabri Dham",Neil Hospital and Intensive Care Unit,0,0,0,"Kakrapar By Pass Road, Near Shabri Dham",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8227,"21.1147401, 73.4053338","1 St Floor, B/104 Vyara",Nishta,0,0,0,"1 St Floor, B/104 Vyara",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8228,"21.1070665, 73.3861084",Surat Dhuliya Road Vyara,Sanjivani Hospital,0,0,0,Surat Dhuliya Road Vyara,Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8229,"21.1105033, 73.3899271",Vyara,Shreeji Eye Hospital,0,0,0,"Vyara, Tapi",Gujarat,Tapi,0,394651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,493
8230,nan,"Amratbhai G. Patel, Gaurang Clinic, Sardar Bazar, Ahwa",Gaurang Clinic,0,0,0,"Amratbhai G. Patel, Gaurang Clinic, Sardar Bazar, Ahwa,Gujarat,Dang",Gujarat,Dang,0,394710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,489
8231,"20.7576338, 73.6867357","Sardar Bazzar, Mandir Road, Ahwa",Gaurang Nursing Home,0,0,0,"Sardar Bazzar, Mandir Road, Ahwa,Gujarat,Dang",Gujarat,Dang,0,394710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,489
8232,"20.6942515, 73.5703741","Sakerpatel, Waghi, Ahwa",Sai Nursing Home,0,0,0,"Sakerpatel, Waghi, Ahwa,Gujarat,Dang",Gujarat,Dang,0,394710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,489
8233,nan,Taj Arcade Missian Colony Nava Pur Road,Samarth Hospital,0,0,0,"Taj Arcade Missian Colony Nava Pur Road,Gujarat,Dang",Gujarat,Dang,0,394710,0,0,0,0,0,0,0,0,02631  220019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,489
8234,nan,Subir,Sanjivani Hospital,0,0,0,"Subir,Dang",Gujarat,Dang,0,394716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,489
8235,nan,"Medical College, BarodaAnandpura, Vadodara","Medical College, Baroda",Public/ Government,Hospital,Allopathic,"Medical College, BarodaAnandpura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0265 2421056,,,http://www.medicalcollegebaroda.edu.in/,,0,,,,,,,,,,,,,,,0,,,,,,24,0
8236,"22.2910608, 73.3227284","PipariaTal, Wabghodia, Vadodara","Smt. B.K. Shah Medical Institute and Research Centre, Piparia, Wabghodia",Public/ Government,Medical College / Institute,Allopathic,"PipariaTal, Wabghodia, Vadodara",Gujarat,Vadodara,0,391760,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,24,0
8237,"22.323645, 73.1898022","2nd-3rd Floor, Jaylaxmi Complex,\n4-Anand Nagar society, Jetalpur, BPC Road, Vadodara\n","Eye-Q Super Speciality Eye Hospitals, BPC Road",Private,Hospital,Allopathic,"2nd-3rd Floor, Jaylaxmi Complex, 4-Anand Nagar society, Jetalpur, BPC Road",Gujarat,Vadodara,0,390007,0,0,0,0,0,0,0,0,0,,,http://www.eyeqindia.com/,Eye Care,0,,,,,,,,,,,,,,,0,,,,,,24,0
8238,nan,"Silver Bell Complex, Fatehgunj,\nVadodara","Eye-Q Super Speciality Eye Hospitals, Fatehgunj",Private,Hospital,Allopathic,"Silver Bell Complex, Fatehgunj",Gujarat,Vadodara,0,394210,0,0,0,0,0,0,0,0,0,,,http://www.eyeqindia.com/,Eye Care,0,,,,,,,,,,,,,,,0,,,,,,24,0
8239,nan,"GF-1/2, Shalin Complex, Near Ramesh party plot, Darbar Chokdi Road, Manjalpur, Vadodara\n","Centre For Sight, Manjalpur",Private,Hospital,Allopathic,"GF-1/2, Shalin Complex, Near Ramesh party plot, Darbar Chokdi Road, Manjalpur",Gujarat,Vadodara,0,390011,0,0,0,0,0,0,0,0,0,,,http://www.centreforsight.net/,Eye Care,0,,,,,,,,,,,,,,,0,,,,,,24,0
8240,"22.3180535, 73.170619","229, Siddhartha Complex, R.C.Dutt Road, Alkapuri, Vadodara Branch 1","Centre For Sight, Allkapuri",Private,Hospital,Allopathic,"229, Siddhartha Complex, R.C.Dutt Road, Alkapuri Branch 1",Gujarat,Vadodara,0,390011,0,0,0,0,0,0,0,0,0,samir@newvisionindia.com,samir@newvisionindia.com,http://www.centreforsight.net/,Eye Care,0,,,,,,,,,,,,,,,0,,,,,,24,0
8241,"22.3138502, 73.148016","Gotri Main Road, (Old TB Hospital Campus), Vadodara","GMERS Medical College and Hospital, Gotri",Private,Hospital,Allopathic,"Gotri Main Road, (Old TB Hospital Campus)",Gujarat,Vadodara,0,390021,0,0,0,0,0,0,0,0,0265 2398009,deanmcgv@gmail.com,deanmcgv@gmail.com,www.gmersmcgv.ac.in,"Anatomy, Anesthesia, Biochemistry, Community Medicine, Dermatology, ENT, Forensic Medicine, General Medicine, General Surgery\nMicrobiology, Gynaecology and Obstetrics, Ophthalmology\nOrthopedics, Pathology\nPediatrics, Pharmacology\nPhysiology, Psychiatry, TB and Chest, Radiology, Dental",0,,,,,,,,,,,,,,,0,,,,,,24,0
8242,"22.3180535, 73.170619","303, Siddhartha Complex, R.C.Dutt Road, Alkapuri, Vadodara Branch 2","Centre For Sight, Allkapuri 2",Private,Hospital,Allopathic,"303, Siddhartha Complex, R.C.Dutt Road, Alkapuri,  Branch 2",Gujarat,Vadodara,0,390011,0,0,0,0,0,0,0,0,0,samir@newvisionindia.com\n,samir@newvisionindia.com\n,http://www.centreforsight.net/,,0,,,,,,,,,,,,,,,0,,,,,,24,0
8243,"22.2901983, 73.2051471","28/29, Sun Complex, Nr. Navapura Police Station,R.V.Desai Road",Aaditya Child Care,0,0,0,"28/29, Sun Complex, Nr. Navapura Police Station,R.V.Desai Road",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8244,"22.3024286, 73.2021095","Behind Maharani School, Raopura",Aaram Nursing Home-Baroda,0,0,0,"Behind Maharani School, Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8245,"22.3021823, 73.199729",Sanstha Vasahat Raopura,Aashaa The Right Direction,0,0,0,Sanstha Vasahat Raopura,Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8246,"22.3029988, 73.1975108","G.P.O. Lane, Kharivav Road,Opposite Police Ground,Raopura",Aayush Orthopedic Hospital and Joint Replacement Center,0,0,0,"G.P.O. Lane, Kharivav Road,Opposite Police Ground,Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0165 2410185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8247,"22.3002988, 73.199544","2Nd Floor, Innova House, Opposite Brahman Sabha Hall,Dandia Bazar",Aditya Oral And Maxillofacial Clinic,0,0,0,"2Nd Floor, Innova House, Opposite Brahman Sabha Hall,Dandia Bazar",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8248,nan,"Opposite Jubilee Garden, Nr Amdawadi Pole",Advance Orthopaedic Hospital,0,0,0,"Opposite Jubilee Garden, Nr Amdawadi Pole",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8249,nan,"Vinraj Plaza, Opposite Government Press Kothi",Angio Care Hospital,0,0,0,"Vinraj Plaza, Opposite Government Press Kothi",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8250,nan,"Near Maharashtra Lodge, Opposite Depali Store Masjid, Pratap Road, Raopura",Anil Hospital,0,0,0,"Near Maharashtra Lodge, Opposite Depali Store Masjid, Pratap Road, Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8251,nan,Shivani Bldg. B/H Bank Of India Opposite Panchtantra Appt,Anil Orthopaedic Hopital,0,0,0,Shivani Bldg. B/H Bank Of India Opposite Panchtantra Appt,Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8252,"22.3190324, 73.1603475","Sf/2, Kapiraj Complex, Opposite Panchratna Building, Subhanpura Road",Anya Ent Hospital,0,0,0,"Sf/2, Kapiraj Complex, Opposite Panchratna Building, Subhanpura Road",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8253,nan,"102, Shri Dutt House, Op. Badamadi Baug,Dandia Bazar",Arihant Clinic,0,0,0,"102, Shri Dutt House, Op. Badamadi Baug,Dandia Bazar",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8254,nan,Opposite Polo Ground Near Lad Bhavan,Ashirwad Orthopaedic Clinic and Polo Trauma Centre,0,0,0,Opposite Polo Ground Near Lad Bhavan,Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8255,"22.305721, 73.2041252","1St Floor, Shrinath Chambers, Nr. Guru Class, Sardar Bhavan Lane",Ashutosh Clinic,0,0,0,"1St Floor, Shrinath Chambers, Nr. Guru Class, Sardar Bhavan Lane",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8256,nan,"Samal Bechar's Pole,Near Ambematamandeir,M.G. Road, Mandavi",B.M.Parikh Foundation Trust,0,0,0,"Samal Bechar's Pole,Near Ambematamandeir,M.G. Road, Mandavi",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,2437372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8257,"22.2973154, 73.1641262","Near Tegore Nagar, Opp, Suryakiran Complex, Old Parda Road  15",Bankers Heart Institute,0,0,0,"Near Tegore Nagar, Opp, Suryakiran Complex, Old Parda Road  15",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0265  2327401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8258,"22.3549875, 73.1995668","15,Navrang Complex,Raopura",Baroda Eye Institute,0,0,0,"15,Navrang Complex,Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8259,nan,"B-27/49, Anant Apartment B/S Aradhana Cinema Tilak Road",Baroda Hospital / Global Baroda Hospital - Vadodara,0,0,0,"B-27/49, Anant Apartment B/S Aradhana Cinema Tilak Road",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8260,"22.3036505, 73.2047701","1St Floor, Shalimar Chambers, Opposite Sardar Bhavan Raopura",Bhumi Nursing Home,0,0,0,"1St Floor, Shalimar Chambers, Opposite Sardar Bhavan Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8261,"22.2980281, 73.2296115","Opposite Shri Rang Vidyalay, Nalanda-Waghodia Road",Bittu Hospital,0,0,0,"Opposite Shri Rang Vidyalay, Nalanda-Waghodia Road",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8262,"22.3098142, 73.1873332","Bhanu Sadan, Opp Nimbalkar Chambers, Jambupet",Brij Psychiatric Hospital,0,0,0,"Bhanu Sadan, Opp Nimbalkar Chambers, Jambupet",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8263,"22.3020223, 73.1998833","Old Navarang Talkies, Compound, Opposite Hotel Utsav, Raopura",Chandan Hospital And I C U - Vadodara,0,0,0,"Old Navarang Talkies, Compound, Opposite Hotel Utsav, Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,2430253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8264,nan,"Opposite Suryanarayan Baug,Raopura",Chest Clinic,0,0,0,"Opposite Suryanarayan Baug,Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8265,"22.3029553, 73.2022174","Mahajan Gali, Raopura",Chintamani Orthopaedic Hospital,0,0,0,"Mahajan Gali, Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8266,"22.3003143, 73.1974619","Opposite Lakdipul, Dandia Bazar",Chiplonkar Eye Hospital,0,0,0,"Opposite Lakdipul, Dandia Bazar",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8267,nan,"9,Navneet Park,Aryuvedic Teen Rasta, Outside Panigate",Chiranjeev Children`S Hospital,0,0,0,"#9,Navneet Park,Aryuvedic Teen Rasta, Outside Panigate",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8268,"22.3015396, 73.1992335","Pratap Road, Dandia Bazar",City Heart Centre,0,0,0,"Pratap Road, Dandia Bazar",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8269,"22.3032283, 73.2009548","301,City Rishikesh Tower Next To Dalia Patel Wadi,Near Geeta Mandir",City Plaza Eye Clinic,0,0,0,"301,City Rishikesh Tower Next To Dalia Patel Wadi,Near Geeta Mandir",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8270,nan,"Ami Sadan, Pratap Rd. Dandia Bazar",City Surgical Hospital,0,0,0,"Ami Sadan, Pratap Rd. Dandia Bazar",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8271,nan,"Sitaram Bua Wada, Lane Opposite Duiram Pendawala, Raopura",Cornea Clinic,0,0,0,"Sitaram Bua Wada, Lane Opposite Duiram Pendawala, Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8272,nan,Dabhoi,Dabhoi Life Line Hospital,0,0,0,Dabhoi,Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8273,nan,"B/H, Maharani School, Near Sursagar, Raopura",Deep Intensive and Critical Care Centre,0,0,0,"B/H, Maharani School, Near Sursagar, Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8274,"22.2694876, 73.1976423",Devpushp Complex Tulsidham Cruss Road Manjalpur,Devpushp Meternity and Lapruscopy Hospital,0,0,0,Devpushp Complex Tulsidham Cruss Road Manjalpur,Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0265   2636591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8275,"22.2918754, 73.3224817","Piparia, Tal- Waghodia",Dhiraj General Hospital,0,0,0,"Piparia, Tal- Waghodia",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8276,"22.3027357, 73.1976872","Near G P O, Raopura",Dhvani Ent Hospital,0,0,0,"Near G P O, Raopura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8277,nan,"Girdhar Nivas, Near Bank Of India, Roopuva",Doctor Manshis Hospital,0,0,0,"Girdhar Nivas, Near Bank Of India, Roopuva",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8278,nan,Opp: Brahmansabha Hall Pratap Road Dandia Bazar,Dr Br Patel Hospital,0,0,0,Opp: Brahmansabha Hall Pratap Road Dandia Bazar,Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8279,"22.3035981, 73.2012619","Near Maharani High School, Raoupura",Dr Jitendra .C. Gandhi,0,0,0,"Near Maharani High School, Raoupura",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8280,"22.3016359, 73.198415","Sainath Tower Kharivav, Gpo Road, Dandia Bazar",Dr Kalpit Baxi Orthopaedic Hospital,0,0,0,"Sainath Tower Kharivav, Gpo Road, Dandia Bazar",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8281,nan,"Salaltwada, Haribhakti Complex, Vinoba Bhave Road",Dr Thakorbhai V Patel Eye Institute and Sheth M L Vaduwala E,0,0,0,"Salaltwada, Haribhakti Complex, Vinoba Bhave Road",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
8282,nan,"Bajwada, Khatri Pole",Dr Y T Chandarana,0,0,0,"Bajwada, Khatri Pole",Gujarat,Vadodara,0,390001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,486
